hospital_name_raw
รพ.สมเด็จพระยุพราชเลิงนกทา (11444)
รพ.สมเด็จพระยุพราชกระนวน (11445)
รพ.สมเด็จพระยุพราชบ้านดุง (11446)
รพ.สมเด็จพระยุพราชด่านซ้าย (11447)
รพ.สมเด็จพระยุพราชท่าบ่อ (11448)
รพ.สมเด็จพระยุพราชกุฉินารายณ์ (11449)
รพ.สมเด็จพระยุพราชสว่างแดนดิน (11450)
รพ.สมเด็จพระยุพราชธาตุพนม (11451)
รพ.สมเด็จพระยุพราชเด่นชัย (11452)
รพ.สมเด็จพระยุพราชปัว (11453)
รพ.สมเด็จพระยุพราชเชียงของ (11454)
รพ.สมเด็จพระยุพราชนครไทย (11455)
